dependency_url,name,description,category,primary_function,integration_patterns,performance_characteristics,languages,reputation_score,popularity_score
https://github.com/rust-analyzer/countme,countme,,general_library,Rust development utilities,Standard library integration,"Activity: 0%, Stars: 18.0, Commits: 0.0",Rust,9,2
https://github.com/micahscopes/act-locally,act-locally,,general_library,Rust development utilities,Standard library integration,"Activity: 0%, Stars: 0.0, Commits: 15.0",Rust,5,0
https://github.com/agronholm/cbor2,cbor2,Python CBOR (de)serializer with extensive tag support,general_library,Python CBOR de serializer with extensive tag support,Python import statements,"Activity: 0%, Stars: 243.0, Commits: 5.0","Python, Shell, C",9,10
https://github.com/python/importlib_metadata,importlib_metadata,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/executablebooks/sphinx-copybutton,sphinx-copybutton,"Add a ""copy"" button to code blocks in Sphinx",web_library,Add a copy button to code blocks in Sphinx,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 257.0, Commits: 0.0","CSS, Python, JavaScript",7,10
https://github.com/taminomara/sphinx-a4doc,sphinx-a4doc,Sphinx domain and autodoc for Antlr4 grammars,general_library,Sphinx domain and autodoc for Antlr4 grammars,Python import statements,"Activity: 0%, Stars: 10.0, Commits: 1.0","Python, ANTLR, CSS",0,1
https://github.com/pycqa/flake8-bugbear,flake8-bugbear,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that don't belong in pyflakes and pycodestyle.,general_library,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings,Python import statements,"Activity: 0%, Stars: 1074.0, Commits: 16.0",Python,9,10
https://github.com/xonsh/lazyasd,lazyasd,Lazy & self-destructive tools for speeding up module imports,development_tool,Lazy self-destructive tools for speeding up module imports,Python import statements,"Activity: 0%, Stars: 54.0, Commits: 0.0","Python, Xonsh",9,6
https://github.com/apeworx/eth-pydantic-types,eth-pydantic-types,ETH Pydantic types,general_library,ETH Pydantic types,Python import statements,"Activity: 0%, Stars: 1.0, Commits: 8.0",Python,6,1
https://github.com/bobthebuidler/cchecksum,cchecksum,"A ~2x faster drop-in replacement for eth_utils.to_checksum_address, with the most cpu-intensive part implemented in C.",utility_library,A 2x faster drop-in replacement for eth_utils.to_checksum_address with the most cpu-intensive part implemented in C.,Python import statements,"Activity: 0%, Stars: 0.0, Commits: 2.0","Makefile, Python, Cython",5,0
https://github.com/apeworx/evm-trace,evm-trace,Ethereum Virtual Machine transaction tracing tool,web3_library,Ethereum Virtual Machine transaction tracing tool,Web3 provider integration; Python import statements,"Activity: 0%, Stars: 285.0, Commits: 11.0",Python,6,10
https://github.com/textualize/rich,rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,general_library,Rich is a Python library for rich text and beautiful formatting in the terminal.,Python import statements,"Activity: 0%, Stars: 50963.0, Commits: 17.0","Python, Makefile, Batchfile",12,10
https://github.com/uiri/toml,toml,Python lib for TOML,general_library,Python lib for TOML,Python import statements,"Activity: 0%, Stars: 1108.0, Commits: 0.0","Python, Dockerfile",9,10
https://github.com/tqdm/tqdm,tqdm,":zap: A Fast, Extensible Progress Bar for Python and CLI",development_tool,zap A Fast Extensible Progress Bar for Python and CLI,Python import statements,"Activity: 0%, Stars: 29361.0, Commits: 4.0","Python, Makefile, Roff, Jupyter Notebook, Shell",2,10
https://github.com/webpack-contrib/node-loader,node-loader,node loader for native modules,client,node loader for native modules,ES6 module imports,"Activity: 0%, Stars: 122.0, Commits: 2.0","JavaScript, Shell",9,10
https://github.com/apollographql/zen-observable-ts,zen-observable-ts,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/isaacs/util-extend,util-extend,"Node's internal object extension function, for you!",client,Node s internal object extension function for you,ES6 module imports,"Activity: 0%, Stars: 28.0, Commits: 0.0","JavaScript, Shell",11,3
https://github.com/develar/temp-file,temp-file,,web_library,Typescript development utilities,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 0.0, Commits: 0.0",TypeScript,8,0
https://github.com/scottcorgan/tap-out,tap-out,A different tap parser,web_library,A different tap parser,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 23.0, Commits: 0.0",JavaScript,6,3
https://github.com/tcort/dijkstrajs,dijkstrajs,A simple JavaScript implementation of Dijkstra's single-source shortest-paths algorithm.,web_library,A simple JavaScript implementation of Dijkstra s single-source shortest-paths algorithm.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 48.0, Commits: 0.0",JavaScript,6,5
https://github.com/kt3k/minimisted,minimisted,Handy wrapper of `minimist`,mobile_app,Handy wrapper of minimist,ES6 module imports,"Activity: 0%, Stars: 7.0, Commits: 0.0",JavaScript,7,1
https://github.com/gulpjs/undertaker,undertaker,Task registry that allows composition through series/parallel methods.,web_library,Task registry that allows composition through series parallel methods.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 202.0, Commits: 1.0",JavaScript,11,10
https://github.com/browserify/browser-pack,browser-pack,pack node-style source files from a json stream into a browser bundle,client,pack node-style source files from a json stream into a browser bundle,ES6 module imports,"Activity: 0%, Stars: 173.0, Commits: 0.0",JavaScript,10,10
https://github.com/elierotenberg/typed-assert,typed-assert,A typesafe TS assertion library,web_library,A typesafe TS assertion library,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 53.0, Commits: 0.0","JavaScript, TypeScript",2,6
https://github.com/tapppi/async-exit-hook,async-exit-hook,Run some code when the process exits,web_library,Run some code when the process exits,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 118.0, Commits: 0.0",JavaScript,7,10
https://github.com/isaacs/common-ancestor-path,common-ancestor-path,Find the common ancestor of 2 or more paths on Windows or Unix,utility_library,Find the common ancestor of 2 or more paths on Windows or Unix,ES6 module imports,"Activity: 0%, Stars: 11.0, Commits: 0.0",JavaScript,11,2
https://github.com/silentcicero/ipfs-mini,ipfs-mini,A super tiny module for querying IPFS that works in the browser and node.,client,A super tiny module for querying IPFS that works in the browser and node.,ES6 module imports,"Activity: 0%, Stars: 152.0, Commits: 0.0",JavaScript,3,10
https://github.com/mulesoft-labs/yaml-ast-parser,yaml-ast-parser,This is a fork of JS-YAML which supports parsing of YAML into AST,web_library,This is a fork of JS-YAML which supports parsing of YAML into AST,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 88.0, Commits: 0.0",TypeScript,4,9
https://github.com/jonschlinkert/expand-tilde,expand-tilde,"Bash-like tilde expansion for node.js. Expands a leading tilde in a file path to the user home directory, or `~+` to the cwd.",client,Bash-like tilde expansion for node.js. Expands a leading tilde in a file path to the,ES6 module imports,"Activity: 0%, Stars: 24.0, Commits: 0.0",JavaScript,10,3
https://github.com/develar/app-builder,app-builder,Generic helper tool to build app in a distributable format,development_tool,Generic helper tool to build app in a distributable format,ES6 module imports,"Activity: 0%, Stars: 124.0, Commits: 14.0","Go, Shell, JavaScript, Makefile, HTML",10,10
https://github.com/gliviu/dir-compare,dir-compare,Node JS directory compare,client,Node JS directory compare,ES6 module imports,"Activity: 0%, Stars: 173.0, Commits: 1.0","JavaScript, Shell, TypeScript, Batchfile",6,10
https://github.com/iden3/fastfile,fastfile,fast cached read write of big binary files in JS,web_library,fast cached read write of big binary files in JS,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 9.0, Commits: 2.0",JavaScript,6,1
https://github.com/hapijs/cryptiles,cryptiles,General purpose crypto utilities,web_library,General purpose crypto utilities,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 181.0, Commits: 1.0","JavaScript, TypeScript",10,10
https://github.com/alanshaw/it-to-stream,it-to-stream,🚰 Convert streaming iterables to Node.js streams,client,Convert streaming iterables to Node.js streams,ES6 module imports,"Activity: 0%, Stars: 22.0, Commits: 0.0",JavaScript,8,3
https://github.com/pngjs/pngjs,pngjs,Simple PNG encoder/decoder,web_library,Simple PNG encoder decoder,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 695.0, Commits: 0.0","JavaScript, HTML",5,10
https://github.com/benjamn/optimism,optimism,Composable reactive caching with efficient invalidation.,web_library,Composable reactive caching with efficient invalidation.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 116.0, Commits: 1.0","JavaScript, TypeScript",6,10
https://github.com/sindresorhus/fkill,fkill,Fabulously kill processes. Cross-platform.,web_library,Fabulously kill processes. Cross-platform.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 740.0, Commits: 0.0","JavaScript, TypeScript",13,10
https://github.com/vercel/webpack-asset-relocator-loader,webpack-asset-relocator-loader,Used in ncc while emitting and relocating any asset references,web_library,Used in ncc while emitting and relocating any asset references,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 102.0, Commits: 1.0",JavaScript,10,10
https://github.com/aceakash/string-similarity,string-similarity,"Finds degree of similarity between two strings, based on Dice's Coefficient, which is mostly better than Levenshtein distance.",web_library,Finds degree of similarity between two strings based on Dice s Coefficient which is mostly,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2525.0, Commits: 0.0",JavaScript,1,10
https://github.com/bvaughn/react-window,react-window,React components for efficiently rendering large lists and tabular data,web_library,React components for efficiently rendering large lists and tabular data,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 16259.0, Commits: 2.0","HTML, CSS, JavaScript",9,10
https://github.com/cmake-js/cmake-js,cmake-js,CMake.js - a Node.js native addon build tool,development_tool,CMake.js - a Node.js native addon build tool,ES6 module imports,"Activity: 0%, Stars: 906.0, Commits: 0.0","JavaScript, CMake, C++, Python, C#",8,10
https://github.com/dotansimha/graphql-typed-document-node,graphql-typed-document-node,An improved version of `DocumentNode` for seamless TypeScript integration for GraphQL. ,client,An improved version of DocumentNode for seamless TypeScript integration for GraphQL.,ES6 module imports,"Activity: 0%, Stars: 376.0, Commits: 0.0","JavaScript, TypeScript",7,10
https://github.com/npm/security-holder,security-holder,An npm package that holds a spot.,security_tool,An npm package that holds a spot.,Standard library integration,"Activity: 0%, Stars: 159.0, Commits: 0.0",,9,10
https://github.com/gulpjs/gulp,gulp,A toolkit to automate & enhance your workflow,development_tool,A toolkit to automate enhance your workflow,ES6 module imports,"Activity: 0%, Stars: 33096.0, Commits: 4.0",JavaScript,10,10
https://github.com/iden3/circom_runtime,circom_runtime,circom runtime,web_library,circom runtime,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 20.0, Commits: 8.0","JavaScript, C++, Assembly, C, EJS",6,2
https://github.com/dignifiedquire/borc,borc,Assimilate your JavaScript objects into cbor,web_library,Assimilate your JavaScript objects into cbor,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 31.0, Commits: 0.0",JavaScript,8,4
https://github.com/inspect-js/buffer-equal,buffer-equal,,web_library,Javascript development utilities,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 3.0, Commits: 0.0",JavaScript,13,1
https://github.com/sindresorhus/capture-stack-trace,capture-stack-trace,Ponyfill for Error#captureStackTrace,web_library,Ponyfill for Error captureStackTrace,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 61.0, Commits: 0.0",JavaScript,13,7
https://github.com/octokit/auth-oauth-user.js,auth-oauth-user.js,Octokit authentication strategy for OAuth clients,development_tool,Octokit authentication strategy for OAuth clients,ES6 module imports,"Activity: 0%, Stars: 17.0, Commits: 8.0","TypeScript, JavaScript",8,2
https://github.com/sindresorhus/ps-list,ps-list,Get running processes,web_library,Get running processes,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 273.0, Commits: 0.0","JavaScript, TypeScript",13,10
https://github.com/devongovett/napi-wasm,napi-wasm,An implementation of the napi API for WASM. ,api_service,An implementation of the napi API for WASM.,REST/GraphQL API integration; ES6 module imports,"Activity: 0%, Stars: 203.0, Commits: 1.0",JavaScript,13,10
https://github.com/octokit/auth-app.js,auth-app.js,GitHub App authentication for JavaScript,mobile_app,GitHub App authentication for JavaScript,ES6 module imports,"Activity: 0%, Stars: 154.0, Commits: 13.0","TypeScript, JavaScript",8,10
https://github.com/nightwatchjs/chai-nightwatch,chai-nightwatch,Expect assertion interface for Nightwatch.js based on chaijs,web_library,Expect assertion interface for Nightwatch.js based on chaijs,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 4.0, Commits: 0.0","Makefile, JavaScript",8,1
https://github.com/thlorenz/combine-source-map,combine-source-map,"Add source maps of multiple files, offset them and then combine them into one source map.",web_library,Add source maps of multiple files offset them and then combine them into one source,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 79.0, Commits: 0.0",JavaScript,5,8
https://github.com/remarkablemark/react-dom-core,react-dom-core,"Contains react-15, react-dom-core, and react-property.",web_library,Contains react-15 react-dom-core and react-property.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 3.0, Commits: 2.0","JavaScript, Shell",0,1
https://github.com/leonardfactory/babel-plugin-transform-typescript-metadata,babel-plugin-transform-typescript-metadata,Babel plugin to emit decorator metadata like typescript compiler,development_tool,Babel plugin to emit decorator metadata like typescript compiler,ES6 module imports,"Activity: 0%, Stars: 217.0, Commits: 0.0","JavaScript, TypeScript",1,10
https://github.com/gulpjs/async-settle,async-settle,Settle an async function. It will always complete successfully with an object of the resulting state.,web_library,Settle an async function. It will always complete successfully with an object of the resulting,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 11.0, Commits: 0.0",JavaScript,11,2
https://github.com/octokit/auth-oauth-device.js,auth-oauth-device.js,GitHub OAuth Device authentication strategy for JavaScript,web_library,GitHub OAuth Device authentication strategy for JavaScript,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 11.0, Commits: 5.0","TypeScript, JavaScript",8,2
https://github.com/suren-atoyan/state-local,state-local,"⚡ Tiny, simple, and robust technique for defining and acting with local states",web3_library,Tiny simple and robust technique for defining and acting with local states,Web3 provider integration; ES6 module imports,"Activity: 0%, Stars: 23.0, Commits: 1.0",JavaScript,10,3
https://github.com/sindresorhus/is-retry-allowed,is-retry-allowed,Check whether a request can be retried based on the `error.code`,web_library,Check whether a request can be retried based on the error.code,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 80.0, Commits: 0.0","JavaScript, TypeScript",13,8
https://github.com/electron/notarize,notarize,Notarize your macOS Electron Apps,mobile_app,Notarize your macOS Electron Apps,ES6 module imports,"Activity: 0%, Stars: 148.0, Commits: 9.0","TypeScript, JavaScript",10,10
https://github.com/gulpjs/vinyl-fs,vinyl-fs,Vinyl adapter for the file system.,web_library,Vinyl adapter for the file system.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 972.0, Commits: 0.0",JavaScript,10,10
https://github.com/klaudiosinani/signale,signale,Highly configurable logging utility,utility_library,Highly configurable logging utility,ES6 module imports,"Activity: 0%, Stars: 8943.0, Commits: 2.0","JavaScript, TypeScript",10,10
https://github.com/simenb/collect-v8-coverage,collect-v8-coverage,,web_library,Javascript development utilities,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 14.0, Commits: 1.0","JavaScript, Shell",11,2
https://github.com/csslint/csslint,csslint,Automated linting of Cascading Stylesheets,web_library,Automated linting of Cascading Stylesheets,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 4784.0, Commits: 0.0","HTML, JavaScript",9,10
https://github.com/qard/onchange,onchange,"Use glob patterns to watch file sets and run a command when anything is added, changed or deleted.",web_library,Use glob patterns to watch file sets and run a command when anything is added,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 821.0, Commits: 1.0","JavaScript, TypeScript",10,10
https://github.com/npm/npm-cache-filename,npm-cache-filename,"Given a cache folder and url, return the appropriate cache folder.",mobile_app,Given a cache folder and url return the appropriate cache folder.,ES6 module imports,"Activity: 0%, Stars: 4.0, Commits: 0.0",JavaScript,9,1
https://github.com/kwsites/file-exists,file-exists,Synchronous file / folder existence check,web_library,Synchronous file folder existence check,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 5.0, Commits: 0.0","TypeScript, JavaScript",10,1
https://github.com/sindresorhus/is-inside-container,is-inside-container,Check if the process is running inside a container (Docker/Podman),web_library,Check if the process is running inside a container Docker Podman,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 73.0, Commits: 0.0","JavaScript, TypeScript",13,8
https://github.com/ksxnodemodules/typescript-compare,typescript-compare,TypeScript generics to compare types,web_library,TypeScript generics to compare types,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2.0, Commits: 0.0",TypeScript,9,1
https://github.com/remy/undefsafe,undefsafe,"Simple *function* for retrieving deep object properties without getting ""Cannot read property 'X' of undefined""",web3_library,Simple function for retrieving deep object properties without getting Cannot read property X of undefined,Web3 provider integration; ES6 module imports,"Activity: 0%, Stars: 72.0, Commits: 0.0",JavaScript,12,8
https://github.com/micromatch/to-absolute-glob,to-absolute-glob,"Make a glob pattern absolute, ensuring that negative globs and patterns with trailing slashes are correctly handled.",web_library,Make a glob pattern absolute ensuring that negative globs and patterns with trailing slashes are,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 18.0, Commits: 0.0",JavaScript,11,2
https://github.com/kentcdodds/match-sorter,match-sorter,"Simple, expected, and deterministic best-match sorting of an array in JavaScript",web_library,Simple expected and deterministic best-match sorting of an array in JavaScript,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 3685.0, Commits: 3.0","JavaScript, TypeScript",9,10
https://github.com/npm/package-json,package-json,Programmatic API to update package.json,api_service,Programmatic API to update package.json,REST/GraphQL API integration; ES6 module imports,"Activity: 0%, Stars: 77.0, Commits: 21.0",JavaScript,9,8
https://github.com/snico-dev/guid-typescript,guid-typescript,guid generator to typescript,web_library,guid generator to typescript,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 53.0, Commits: 0.0",TypeScript,0,6
https://github.com/auth0/node-jsonwebtoken,node-jsonwebtoken,JsonWebToken implementation for node.js http://self-issued.info/docs/draft-ietf-oauth-json-web-token.html,client,JsonWebToken implementation for node.js http self-issued.info docs draft-ietf-oauth-json-web-token.html,ES6 module imports,"Activity: 0%, Stars: 17866.0, Commits: 0.0",JavaScript,0,10
https://github.com/larsgw/sync-fetch,sync-fetch,Synchronous wrapper around the Fetch API,api_service,Synchronous wrapper around the Fetch API,REST/GraphQL API integration; ES6 module imports,"Activity: 0%, Stars: 40.0, Commits: 2.0",JavaScript,6,4
https://github.com/medikoo/lru-queue,lru-queue,Size limited queue based on LRU algorithm,web_library,Size limited queue based on LRU algorithm,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 15.0, Commits: 0.0",JavaScript,8,2
https://github.com/ipld/js-ipld-dag-cbor,js-ipld-dag-cbor,JavaScript implementation of the IPLD dag-cbor format.,web_library,JavaScript implementation of the IPLD dag-cbor format.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 53.0, Commits: 0.0",JavaScript,7,6
https://github.com/react-bootstrap/react-overlays,react-overlays,Utilities for creating robust overlay components,web_library,Utilities for creating robust overlay components,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 899.0, Commits: 0.0","JavaScript, CSS, TypeScript, Shell",8,10
https://github.com/jonschlinkert/is-primitive,is-primitive,Is the typeof value a javascript primitive?,web_library,Is the typeof value a javascript primitive,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 37.0, Commits: 0.0",JavaScript,7,4
https://github.com/madyankin/postcss-modules,postcss-modules,PostCSS plugin to use CSS Modules everywhere,web_library,PostCSS plugin to use CSS Modules everywhere,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 1606.0, Commits: 3.0","JavaScript, Makefile",9,10
https://github.com/dividab/tsconfig-paths-webpack-plugin,tsconfig-paths-webpack-plugin,Load modules according to tsconfig paths in webpack.,web_library,Load modules according to tsconfig paths in webpack.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 611.0, Commits: 4.0","JavaScript, TypeScript",6,10
https://github.com/isaacs/treeverse,treeverse,Walk any kind of tree structure depth- or breadth-first. Supports promises and advanced map-reduce operations with a very small API.,api_service,Walk any kind of tree structure depth- or breadth-first. Supports promises and advanced map-reduce operations,REST/GraphQL API integration; ES6 module imports,"Activity: 0%, Stars: 131.0, Commits: 0.0",JavaScript,10,10
https://github.com/gulpjs/resolve-options,resolve-options,Resolve an options object based on configuration.,web_library,Resolve an options object based on configuration.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 9.0, Commits: 0.0",JavaScript,11,1
https://github.com/goto-bus-stop/transform-ast,transform-ast,transform an AST with source maps,web_library,transform an AST with source maps,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 13.0, Commits: 0.0",JavaScript,4,2
https://github.com/g-rath/babel-plugin-replace-ts-export-assignment,babel-plugin-replace-ts-export-assignment,,web_library,Typescript development utilities,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2.0, Commits: 0.0",TypeScript,9,1
https://github.com/electron/node-chromium-pickle-js,node-chromium-pickle-js,Binary value packing and unpacking library compatible with Chromium's Pickle class,client,Binary value packing and unpacking library compatible with Chromium s Pickle class,ES6 module imports,"Activity: 0%, Stars: 22.0, Commits: 0.0",JavaScript,9,3
https://github.com/southpolesteve/node-abort-controller,node-abort-controller,AbortController Polyfill for Node.JS based on EventEmitter,client,AbortController Polyfill for Node.JS based on EventEmitter,ES6 module imports,"Activity: 0%, Stars: 54.0, Commits: 0.0",JavaScript,2,6
https://github.com/npm/fs-vacuum,fs-vacuum,Remove empty branches in a directory tree.,web_library,Remove empty branches in a directory tree.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 8.0, Commits: 0.0",JavaScript,9,1
https://github.com/npm/agent,agent,a set of nodejs http Agent classes used by the npm cli,development_tool,a set of nodejs http Agent classes used by the npm cli,ES6 module imports,"Activity: 0%, Stars: 5.0, Commits: 7.0","JavaScript, Shell",9,1
https://github.com/unjs/citty,citty,🌆 Elegant CLI Builder,development_tool,Elegant CLI Builder,ES6 module imports,"Activity: 0%, Stars: 873.0, Commits: 2.0",TypeScript,10,10
https://github.com/npm/npm-registry-client,npm-registry-client,,development_tool,Development tooling and automation,ES6 module imports,"Activity: 0%, Stars: 265.0, Commits: 0.0",JavaScript,9,10
https://github.com/gulpjs/glob-watcher,glob-watcher,"Watch globs and execute a function upon change, with intelligent defaults for debouncing and queueing.",web_library,Watch globs and execute a function upon change with intelligent defaults for debouncing and queueing.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 80.0, Commits: 0.0",JavaScript,10,8
https://github.com/unjs/untun,untun,🚇 Tunnel your local HTTP(s) server to the world! powered by  Cloudflare Quick Tunnels.,api_service,Tunnel your local HTTP s server to the world powered by Cloudflare Quick Tunnels.,REST/GraphQL API integration; ES6 module imports,"Activity: 0%, Stars: 1128.0, Commits: 0.0","JavaScript, TypeScript",10,10
https://github.com/loredanacirstea/ace-mode-move,ace-mode-move,"Syntax highlighting for Libra's Move language (https://developers.libra.org/docs/move-paper), for Ace ( https://ace.c9.io/ )",documentation,Syntax highlighting for Libra s Move language https developers.libra.org docs move-paper for Ace https ace.c9.io,ES6 module imports,"Activity: 0%, Stars: 0.0, Commits: 0.0","JavaScript, CSS, HTML",1,0
https://github.com/tleunen/find-babel-config,find-babel-config,Find the closest babel config based on a directory,web_library,Find the closest babel config based on a directory,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 13.0, Commits: 2.0",JavaScript,10,2
https://github.com/mongodb-js/electron-squirrel-startup,electron-squirrel-startup,Default Squirrel.Windows event handler for your Electron apps.,web_library,Default Squirrel.Windows event handler for your Electron apps.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 227.0, Commits: 1.0",JavaScript,9,10
https://github.com/hugomrdias/iso-constants,iso-constants,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/atlassian/react-beautiful-dnd,react-beautiful-dnd,Beautiful and accessible drag and drop for lists with React,web_library,Beautiful and accessible drag and drop for lists with React,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 33697.0, Commits: 2.0","JavaScript, HTML",8,10
https://github.com/gulpjs/fined,fined,Find a file given a declaration of locations.,web_library,Find a file given a declaration of locations.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 12.0, Commits: 0.0",JavaScript,11,2
https://github.com/jimmycuadra/shellwords,shellwords,Manipulate strings according to the word parsing rules of the UNIX Bourne shell.,web_library,Manipulate strings according to the word parsing rules of the UNIX Bourne shell.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 38.0, Commits: 0.0","JavaScript, HTML, TypeScript, Shell",2,4
https://github.com/gjtorikian/isbinaryfile,isbinaryfile,Detects if a file is binary in Node.js. Similar to Perl's -B,client,Detects if a file is binary in Node.js. Similar to Perl s -B,ES6 module imports,"Activity: 0%, Stars: 164.0, Commits: 2.0",TypeScript,7,10
https://github.com/jshttp/basic-auth,basic-auth,Generic basic auth Authorization header field parser,web_library,Generic basic auth Authorization header field parser,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 704.0, Commits: 4.0",JavaScript,10,10
https://github.com/gulpjs/vinyl-sourcemap,vinyl-sourcemap,Add/write sourcemaps to/from Vinyl files.,web_library,Add write sourcemaps to from Vinyl files.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 16.0, Commits: 0.0","JavaScript, CSS",11,2
https://github.com/argv-minus-one/iconv-corefoundation,iconv-corefoundation,Character set conversion using the macOS CoreFoundation API,api_service,Character set conversion using the macOS CoreFoundation API,REST/GraphQL API integration; ES6 module imports,"Activity: 0%, Stars: 0.0, Commits: 0.0","Makefile, TypeScript, C++",7,0
https://github.com/gulpjs/liftoff,liftoff,Launch your command line tool with ease.,development_tool,Launch your command line tool with ease.,ES6 module imports,"Activity: 0%, Stars: 842.0, Commits: 1.0",JavaScript,11,10
https://github.com/browserify/deps-sort,deps-sort,sort module-deps output for deterministic browserify bundles,web_library,sort module-deps output for deterministic browserify bundles,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 16.0, Commits: 1.0",JavaScript,10,2
https://github.com/hapijs/boom,boom,HTTP-friendly error objects,web_library,HTTP-friendly error objects,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2936.0, Commits: 1.0","JavaScript, TypeScript",10,10
https://github.com/sindresorhus/system-architecture,system-architecture,Get the operating system CPU architecture,web_library,Get the operating system CPU architecture,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 37.0, Commits: 1.0",JavaScript,13,4
https://github.com/date-fns/date-fns,date-fns,⏳ Modern JavaScript date utility library ⌛️,utility_library,Modern JavaScript date utility library,ES6 module imports,"Activity: 0%, Stars: 35386.0, Commits: 34.0","JavaScript, Shell, TypeScript",6,10
https://github.com/mafintosh/nanobench,nanobench,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/gulpjs/parse-node-version,parse-node-version,Turn node's process.version into something useful.,client,Turn node s process.version into something useful.,ES6 module imports,"Activity: 0%, Stars: 2.0, Commits: 0.0",JavaScript,11,1
https://github.com/tleunen/babel-plugin-module-resolver,babel-plugin-module-resolver,Custom module resolver plugin for Babel,web_library,Custom module resolver plugin for Babel,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 3469.0, Commits: 2.0",JavaScript,10,10
https://github.com/choojs/hyperx,hyperx,🏷 - tagged template string virtual dom builder,development_framework,- tagged template string virtual dom builder,Framework scaffolding and templates; ES6 module imports,"Activity: 0%, Stars: 1016.0, Commits: 0.0","JavaScript, HTML",5,10
https://github.com/jriecken/dependency-graph,dependency-graph,A simple dependency graph for Node.js,client,A simple dependency graph for Node.js,ES6 module imports,"Activity: 0%, Stars: 336.0, Commits: 0.0",JavaScript,9,10
